#{"t_start": 1780844833.499282, "env_id": "None"}
r,l,t,target
80.416559,21,995.886365,log
72.799114,26,1000.407242,log
28.458318,61,1006.826711,log
17.359598,81,1013.901793,log
-13.322492,100,1022.010999,log
24.57434,70,1029.250394,log
54.755364,72,1035.901167,log
58.675451,75,1042.419935,log
-48.119791,100,1050.063544,log
66.618386,25,1053.661666,log
21.605794,69,1061.210112,log
-43.570307,100,1070.46736,log
84.73,17,1073.472727,log
-34.735076,100,1081.956675,log
-45.222308,100,1089.626029,log
-45.223427,100,1097.702566,log
54.342468,31,1101.842827,log
-32.693976,100,1110.0373,log
-59.554354,100,1117.532999,log
54.488551,48,1122.850063,log
10.920231,92,1130.767029,log
46.002554,59,1136.533713,log
62.015995,45,1141.503156,log
76.098634,15,1144.440171,log
55.73884,75,1151.30437,log
54.670476,51,1156.284927,log
48.377684,56,1161.841565,log
-38.09598,100,1170.463962,N/A
-34.867714,100,1179.249884,N/A
28.68365,48,1185.830893,log
44.615954,90,1194.43801,log
-64.113468,100,1202.283045,log
-40.877414,100,1210.62486,log
-43.892491,100,1219.292678,log
37.115398,100,1227.646915,log
-11.407932,100,1236.815283,log
44.285511,30,1240.636681,log
35.93358,64,1246.729889,log
46.839041,76,1253.310541,log
67.567185,25,1257.057912,log
27.157017,56,1263.078042,log
68.722226,30,1267.67442,log
45.078618,41,1272.369378,log
-49.987425,100,1280.620062,log
59.026226,29,1284.268486,log
-10.63048,100,1292.938663,log
94.840492,9,1295.74441,log
68.203948,23,1299.343676,log
60.761659,25,1303.089905,log
43.723574,82,1309.782915,log
-36.133399,100,1318.291172,log
35.245959,32,1322.103995,log
22.31208,88,1328.700118,log
24.456956,78,1336.502041,log
-38.944701,100,1345.441381,log
70.350719,35,1349.861967,log
52.237331,54,1355.225967,log
20.553223,28,1359.222806,log
26.539262,59,1365.163215,log
96.491097,10,1369.075775,log
14.318747,90,1376.601501,log
57.339754,49,1382.76127,log
53.975413,69,1388.821161,log
22.104099,92,1397.286526,log
87.894482,18,1400.188235,log
33.893535,73,1407.657099,log
66.931427,30,1411.796942,log
52.007597,35,1416.105894,log
48.889905,57,1421.541562,log
53.690531,60,1427.636532,log
58.881381,58,1432.772549,log
50.052334,74,1439.547962,log
38.776569,23,1443.171497,log
63.075907,27,1447.89872,log
23.330507,41,1452.778355,log
92.684706,16,1455.60358,log
42.23913,37,1460.65622,log
95.157985,14,1463.567012,log
55.030039,18,1466.853243,log
69.088504,31,1470.814408,log
58.824888,36,1475.310761,log
68.811036,28,1479.144692,log
23.057655,38,1483.729717,log
41.637528,72,1489.857012,log
80.17194,24,1493.841313,log
38.381317,71,1501.32029,log
37.44244,80,1508.889028,log
56.996862,42,1513.510679,log
82.067656,22,1517.253809,log
62.392199,19,1520.654883,log
61.387288,40,1526.402764,log
-14.864091,100,1534.437942,log
83.420039,17,1537.659521,log
49.117999,31,1541.69564,log
54.718104,45,1546.358545,log
27.118549,64,1553.489022,log
61.426652,42,1558.253337,log
35.530103,42,1563.472572,log
-30.449314,100,1571.638609,log
54.073844,44,1576.898655,log
64.707723,30,1580.975737,log
-62.243754,100,1588.56354,log
43.239984,28,1592.418087,log
29.302335,64,1598.575644,log
18.34223,79,1605.304549,log
73.619991,27,1610.050281,log
49.224988,56,1615.803775,log
49.429831,53,1622.413748,log
51.110543,42,1627.012307,log
68.723667,32,1631.200329,log
73.975785,25,1634.658797,log
2.710451,51,1640.819052,log
49.860472,33,1645.260777,log
37.867896,40,1649.744736,log
63.211775,31,1653.977837,log
55.559993,41,1658.689824,log
59.387544,35,1662.87843,log
48.169962,60,1669.299835,log
89.55,16,1672.229399,log
1.024189,47,1677.323925,log
17.56542,72,1683.97564,log
78.844944,23,1687.772036,log
50.2,21,1690.830388,log
69.138835,24,1694.70753,log
12.884858,85,1702.422397,log
19.717287,81,1710.685536,log
84.648489,15,1714.610823,log
65.346031,27,1718.665243,log
84.737288,15,1722.342861,log
85.47,8,1725.186434,log
-42.524886,100,1734.33106,log
49.946677,46,1740.520296,log
25.735002,58,1746.297207,log
28.665619,64,1752.26809,log
97.757269,14,1755.318527,log
41.155119,49,1760.391079,log
57.735964,36,1764.63882,log
55.368758,35,1768.976,log
72.997399,19,1772.372252,log
73.420224,24,1776.659285,log
56.511617,19,1780.279592,log
64.672206,39,1785.761385,log
80.114706,22,1790.454911,log
57.26566,26,1794.23573,log
77.28018,11,1796.81756,log
62.82,18,1801.548948,log
31.229254,25,1805.255344,log
57.593486,48,1810.947396,log
83.694941,19,1816.240419,log
66.700168,27,1820.839433,log
41.675155,89,1828.195792,log
55.971659,39,1833.100765,log
32.183285,37,1837.602171,log
29.871917,90,1845.576592,log
38.03991,53,1850.741774,log
88.4595,18,1854.096516,log
34.222222,32,1858.228734,log
-42.879778,100,1867.035473,log
22.217745,41,1872.609034,log
61.502814,76,1878.804631,log
66.459091,35,1882.933042,log
54.636893,31,1887.345959,log
36.522048,64,1893.487366,log
71.259444,33,1897.68791,log
66.256939,25,1901.283763,log
35.973548,49,1906.576398,log
67.931505,40,1911.515777,log
88.771569,14,1914.521566,log
70.457288,28,1918.502878,log
103.27788,12,1921.392992,log
92.76,5,1923.856299,log
78.448473,18,1927.367975,log
75.717165,21,1930.810327,log
47.678299,52,1936.784227,log
97.01352,12,1939.6557,log
68.581049,50,1944.519375,log
77.300039,20,1949.105691,log
57.408043,39,1954.835188,log
23.712796,41,1960.106606,log
73.444407,31,1964.262552,log
51.448267,49,1969.040045,log
81.551098,23,1972.824549,log
86.82859,20,1977.031789,log
99.395966,11,1980.938978,log
59.699117,29,1985.031807,log
-36.886223,100,1992.68691,log
64.332636,33,1996.667762,log
55.442734,64,2002.992986,log
53.783399,47,2008.10957,log
75.819139,27,2012.25229,log
70.646149,31,2016.26749,log
25.598327,36,2020.235959,log
64.820472,27,2024.262507,log
69.061013,24,2027.820043,log
85.253746,21,2031.083194,log
64.75,25,2035.731532,log
31.950601,60,2041.51619,log
32.520244,92,2048.9461,log
47.553392,26,2053.102101,log
64.790026,52,2058.339012,log
93.522492,17,2061.67501,log
65.684429,75,2068.411267,log
70.746049,32,2072.831773,log
97.406164,12,2075.658984,log
58.028935,32,2079.588461,log
59.472748,38,2084.94593,log
41.960701,33,2089.114316,log
87.885761,19,2092.71858,log
88.213378,20,2096.577938,log
38.841219,30,2100.747007,log
66.617153,37,2105.320244,log
58.619844,35,2109.5694,log
58.461356,37,2113.706445,log
79.9,16,2116.498276,log
37.675859,37,2121.583166,log
82.885539,25,2125.23322,log
28.251774,69,2133.050182,log
54.295914,52,2138.335982,log
71.672218,24,2142.107481,log
56.750927,31,2146.941767,log
75.575217,21,2150.438979,log
78.014217,25,2154.593921,log
72.519438,33,2159.135682,log
66.29376,26,2162.870631,log
62.165994,52,2168.120535,log
84.710492,7,2172.281387,log
72.008066,22,2176.126452,log
70.399261,21,2179.283999,log
70.353598,48,2184.521516,log
79.487288,22,2188.483721,log
60.192083,34,2193.478459,log
60.888565,30,2197.760644,log
81.783648,19,2201.777611,log
59.412717,37,2206.645379,log
71.143102,38,2211.512026,log
66.644358,37,2217.582388,log
56.884331,29,2221.687279,log
93.362229,17,2225.354687,log
83.148127,21,2228.996379,log
74.868473,26,2232.91969,log
67.827491,27,2237.294547,log
75.900195,14,2241.117737,log
64.910789,31,2246.062789,log
80.218617,21,2249.500419,log
80.745966,14,2253.439456,log
63.90119,20,2258.039875,log
106.711588,9,2261.880097,log
63.071806,25,2266.444483,log
104.841097,9,2271.324697,log
27.911659,36,2275.998913,log
71.674705,47,2281.775723,log
107.992426,9,2285.914762,log
66.705828,24,2290.379784,log
90.311499,18,2293.829225,log
-34.613916,100,2302.548804,N/A
78.220185,14,2306.237477,log
49.39406,45,2312.425198,log
78.938268,23,2316.640977,log
87.207656,14,2320.187883,log
50.981199,33,2325.915692,log
77.207829,18,2330.082262,log
80.623413,13,2334.577217,log
74.281452,20,2339.223922,log
59.163426,31,2344.131341,log
74.588386,28,2349.107414,log
65.058455,34,2354.272795,log
42.317655,22,2358.133117,log
93.307534,19,2362.286825,log
53.06536,52,2368.028484,log
45.13733,45,2374.538887,log
63.351635,34,2379.919149,log
83.71,9,2383.403692,log
107.615966,8,2386.402667,log
73.067655,22,2390.391035,log
21.623665,86,2398.690706,log
68.410878,34,2403.690717,log
55.144845,48,2410.210433,log
72.676462,31,2415.154457,log
72.639585,22,2420.619205,log
73.382682,21,2425.902968,log
93.439063,16,2429.887737,log
33.181043,39,2434.462172,log
59.688609,26,2438.807081,log
53.523258,28,2442.94301,log
74.585346,25,2447.073135,log
93.567703,17,2450.87053,log
78.164434,23,2454.883687,log
33.177266,40,2460.116821,log
81.610038,22,2465.665256,log
64.265047,26,2469.702539,log
79.85895,27,2473.932699,log
45.274332,83,2482.576105,log
87.20501,14,2487.008491,log
59.174409,30,2491.96962,log
70.189018,25,2497.098044,log
62.39845,42,2502.262756,log
77.242666,25,2507.155438,log
64.085272,24,2511.41133,log
99.749648,12,2515.058338,log
79.032992,27,2519.450579,log
92.215528,19,2523.34507,log
56.738475,40,2528.677293,log
96.598617,12,2533.458513,log
80.119261,23,2537.589805,log
93.222796,19,2541.571971,log
101.919522,13,2545.066724,log
70.527985,27,2549.659969,log
87.48434,21,2554.168996,log
47.952649,29,2558.910008,log
64.726802,20,2563.152544,log
69.477209,24,2567.172237,log
83.421914,10,2570.189314,log
65.832291,43,2575.242282,log
84.397224,21,2579.077054,log
82.064399,24,2583.548314,log
67.779672,50,2589.787163,log
87.539973,9,2592.966225,log
87.69206,23,2597.624174,log
76.17262,27,2601.564762,log
56.854784,35,2606.76546,log
96.648827,16,2610.367529,log
66.382426,39,2615.938917,log
85.274113,8,2618.738978,log
104.69,6,2621.830671,log
105.57,8,2625.351827,log
91.001313,21,2629.234901,log
80.72358,16,2632.783219,log
69.974706,25,2636.942755,log
48.512104,40,2642.642459,log
95.858312,14,2647.853626,log
79.199503,27,2651.962704,log
98.124661,14,2655.613315,log
90.435805,20,2659.128777,log
81.173695,26,2663.308594,log
68.083413,32,2667.760744,log
73.336228,20,2671.775358,log
64.671612,26,2675.88856,log
68.408236,51,2681.327178,log
67.189761,31,2687.066259,log
70.867308,39,2691.769373,log
62.396134,33,2696.235429,log
67.751658,48,2701.404655,log
84.89284,25,2705.796463,log
83.83,14,2709.273712,log
69.92636,39,2714.352278,log
94.181097,5,2718.385391,log
77.390654,27,2723.645941,log
66.789067,38,2729.384852,log
89.405638,18,2733.157827,log
59.436793,35,2738.598498,log
75.597191,20,2742.946088,log
83.874145,23,2747.569744,log
88.723847,8,2750.965787,log
67.376059,43,2756.442555,log
62.981523,50,2763.102138,log
89.14,18,2766.863653,log
86.56,19,2770.640072,log
90.946443,19,2774.785203,log
61.277707,29,2779.430488,log
80.941914,12,2784.564516,log
98.982994,13,2789.710416,log
57.105005,30,2794.161459,log
85.957605,19,2798.962067,log
60.418416,33,2804.863101,log
68.48274,43,2810.609336,log
70.685165,23,2815.101364,log
60.117951,33,2820.090538,log
70.213379,43,2826.704642,log
94.400472,15,2830.187936,log
70.672156,26,2834.163707,log
83.43,7,2837.671483,log
71.864381,42,2842.935162,log
88.16,19,2847.271147,log
85.706499,22,2851.546275,log
84.127656,16,2856.058204,log
67.411423,34,2860.839158,log
104.571606,10,2864.432907,log
61.821677,70,2871.050731,log
88.734806,16,2875.326111,log
82.25,15,2879.263802,log
99.435862,13,2882.889917,log
87.227985,6,2885.863183,log
87.665504,23,2889.763496,log
94.440492,9,2893.988832,log
100.015966,12,2897.558547,log
99.069943,11,2900.909458,log
80.299705,10,2904.361148,log
74.498305,29,2909.292072,log
86.865906,21,2913.389889,log
87.622596,14,2917.180005,log
73.371399,23,2921.35165,log
71.07446,29,2926.038492,log
105.747803,10,2930.856862,log
90.04452,16,2934.494027,log
57.538382,41,2940.320922,log
97.285471,15,2944.331731,log
85.285966,20,2948.522569,log
82.022492,12,2952.122482,log
72.864434,19,2956.468081,log
70.33127,22,2961.976928,log
96.2695,17,2966.295962,log
81.654188,25,2970.53766,log
78.220143,25,2974.869927,log
79.583462,24,2979.59128,log
92.359346,20,2983.699696,log
72.17101,21,2988.260121,log
74.269771,30,2992.51506,log
90.252094,19,2997.186678,log
61.587497,52,3002.456831,log
71.958789,35,3007.417163,log
82.780197,24,3011.520753,log
73.391569,21,3016.915832,log
74.195034,20,3020.881956,log
91.551364,15,3024.563559,log
112.980492,5,3029.644849,log
79.115964,18,3033.722796,log
88.041399,16,3038.240535,log
93.929771,18,3043.127377,log
66.134093,20,3047.210334,log
71.584095,21,3050.860786,log
80.156231,26,3054.780052,log
70.130834,44,3060.381783,log
69.557397,41,3065.806821,log
100.876225,13,3069.867776,log
60.47065,32,3074.674426,log
67.358899,31,3080.691035,log
76.854434,18,3086.244268,log
70.863103,30,3090.81393,log
71.913831,33,3096.318326,log
57.99008,82,3103.757475,log
108.970492,7,3107.596745,log
93.991854,13,3111.350472,log
109.780492,7,3115.861532,log
76.829051,13,3119.686839,log
71.611364,16,3123.654681,log
30.584991,49,3129.656894,log
80.840008,23,3133.949873,log
75.417051,20,3138.209692,log
89.116559,12,3141.557558,log
73.620839,16,3145.199589,log
77.239878,16,3148.951951,log
84.856452,10,3152.06029,log
89.506536,20,3156.117988,log
104.956235,11,3159.6734,log
92.247041,19,3164.42794,log
98.229986,15,3168.013585,log
75.633834,17,3172.244465,log
67.796081,30,3178.318694,log
77.899241,21,3183.089553,log
100.07,13,3186.564321,log
85.78928,18,3190.300968,log
97.272995,14,3194.547209,log
89.35,12,3197.868963,log
74.738476,23,3202.024614,log
92.792504,18,3205.988158,log
65.610578,33,3211.805403,log
72.750762,31,3216.41055,log
74.760287,22,3220.676638,log
88.656458,21,3224.524108,log
98.402094,14,3228.403617,log
83.595691,17,3232.432766,log
70.61606,29,3238.329366,log
83.269076,21,3242.410503,log
71.956214,23,3246.788931,log
85.596936,17,3250.459737,log
95.216282,18,3255.155797,log
90.26863,20,3258.88803,log
58.109548,43,3264.630714,log
87.098884,19,3268.682868,log
105.72,8,3272.396509,log
81.882152,24,3276.882464,log
84.535666,12,3280.429737,log
73.408143,34,3286.184325,log
71.322942,19,3290.07309,log
69.811321,30,3296.094276,log
82.207919,10,3300.537953,log
99.406258,16,3305.285133,log
88.289365,18,3309.120577,log
83.013603,24,3314.811789,log
93.600229,19,3318.392724,log
87.820078,20,3322.177192,log
94.03802,13,3326.753408,log
98.610492,12,3330.212689,log
89.23,7,3334.860654,log
68.791694,26,3339.550572,log
79.634218,18,3343.516067,log
92.008366,19,3347.894858,log
108.181264,9,3351.886272,log
78.273736,26,3357.595393,log
65.669714,53,3363.024937,log
69.253442,24,3367.178099,log
90.971846,20,3371.629115,log
103.66765,13,3375.211473,log
89.714214,13,3379.601601,log
83.840666,23,3384.37671,log
81.408021,20,3389.837633,log
77.790146,26,3394.14915,log
77.453056,16,3397.830822,log
110.086559,8,3401.343475,log
66.087257,23,3405.470525,log
95.505047,16,3408.870075,log
74.98664,23,3412.978692,log
83.793211,15,3417.563291,log
99.635052,15,3421.439619,log
79.859628,19,3424.918829,log
96.055966,14,3427.99274,log
70.129864,35,3432.877585,log
99.043369,16,3436.540522,log
72.193932,17,3441.314306,log
99.567288,12,3444.638853,log
69.538983,46,3450.057693,log
99.317118,15,3454.371919,log
87.341097,13,3458.672928,log
88.710492,8,3462.811296,log
78.918306,26,3467.410496,log
82.432208,24,3473.484893,log
68.821074,26,3477.606168,log
95.62,13,3482.061137,log
105.49,6,3485.188849,log
95.92,8,3489.524862,log
99.926501,11,3493.555367,log
89.723413,13,3497.379166,log
100.112969,12,3501.010634,log
61.588732,37,3505.446058,log
99.955697,14,3508.899889,log
77.008835,12,3512.52809,log
77.380078,20,3516.5707,log
78.816945,13,3519.880352,log
68.191335,46,3525.003567,log
87.313363,15,3529.44063,log
87.21,14,3533.310956,log
84.306517,24,3537.952627,log
60.717873,46,3545.396676,log
100.334926,13,3549.000017,log
76.229648,19,3553.055649,log
87.096512,21,3558.888579,log
86.53,8,3562.111045,log
99.280706,15,3565.776308,log
87.829973,9,3569.844977,log
80.003328,24,3574.617669,log
81.896106,11,3578.112737,log
98.57784,15,3581.757261,log
100.919539,13,3585.542132,log
76.587881,28,3590.003075,log
61.624999,32,3594.732852,log
80.008061,24,3598.971922,log
92.460171,21,3602.695057,log
74.110927,21,3606.338591,log
71.024018,29,3610.275858,log
89.324214,8,3613.718127,log
81.336625,21,3617.617957,log
86.82,14,3621.298452,log
72.677935,17,3625.004083,log
71.435454,24,3629.839557,log
65.764972,28,3635.039124,log
79.638047,21,3639.553307,log
85.928079,16,3644.228609,log
77.342352,27,3648.854305,log
95.329553,15,3653.113444,log
86.80997,21,3657.72762,log
90.265966,7,3660.957446,log
66.751219,26,3666.715898,log
88.534094,15,3670.325864,log
60.618777,32,3675.125043,log
71.216386,33,3681.406029,log
88.306458,6,3684.834283,log
87.43409,9,3688.924241,log
78.595995,20,3692.838731,log
86.196452,10,3695.873589,log
81.42833,25,3700.918387,log
103.63069,12,3704.421221,log
83.804434,10,3707.976136,log
83.197798,18,3713.761066,log
73.247237,14,3718.274644,log
102.841078,12,3722.20474,log
86.07,9,3725.519391,log
82.042893,19,3731.02223,log
74.678473,15,3735.027828,log
108.53,7,3738.583354,log
83.517982,9,3741.731933,log
94.509095,18,3745.463198,log
75.009703,26,3750.792382,log
99.927148,15,3755.075764,log
83.626516,13,3758.780883,log
97.441282,14,3763.252745,log
101.253061,13,3767.049258,log
80.964541,16,3770.655756,log
86.541097,8,3774.150794,log
93.350492,5,3777.722954,log
75.276912,20,3781.460993,log
87.76465,18,3785.977255,log
73.467063,26,3790.427564,log
111.75,5,3793.663909,log
80.507985,13,3797.311505,log
86.01,21,3801.262472,log
104.86,10,3804.759632,log
83.990339,17,3809.045118,log
101.842804,13,3813.070812,log
104.571914,10,3816.651198,log
79.522825,26,3820.561508,log
100.187656,10,3824.963886,log
95.828551,17,3829.221121,log
84.910472,7,3833.505917,log
82.57459,23,3838.105416,log
79.383413,13,3841.607332,log
75.067779,26,3846.137908,log
78.618775,25,3852.255743,log
87.086001,24,3856.687257,log
104.033099,12,3859.777122,log
100.614214,15,3863.533903,log
82.897,13,3867.474842,log
107.02,8,3870.784628,log
97.699898,15,3874.867304,log
88.327922,9,3879.785177,log
66.465776,56,3886.115124,log
78.99,16,3890.098003,log
104.434214,11,3893.573677,log
95.261219,15,3898.231852,log
93.330492,5,3901.560748,log
97.806707,15,3905.390128,log
75.805034,28,3910.100544,log
88.78312,15,3914.359061,log
105.583023,11,3918.861882,log
102.536796,13,3922.089096,log
104.387288,11,3925.667766,log
97.909886,15,3929.812023,log
72.704995,35,3934.4581,log
78.013913,20,3939.422383,log
96.994539,13,3942.992492,log
79.069059,14,3946.742718,log
80.227982,8,3950.765074,log
95.420574,17,3954.775173,log
82.643442,16,3958.500911,log
70.770584,40,3964.29525,log
54.240612,22,3968.587342,log
92.247961,17,3972.74038,log
87.268097,22,3977.393975,log
74.745514,29,3982.14521,log
107.779898,9,3986.779235,log
89.460492,7,3989.927745,log
88.846625,8,3993.365188,log
81.9595,8,3996.804463,log
99.17,13,4000.595306,log
98.028641,13,4004.790392,log
99.722335,12,4008.943915,log
87.966407,10,4012.621818,log
79.051166,13,4016.025662,log
65.987044,28,4020.854744,log
73.014836,32,4025.064886,log
110.925966,6,4028.549256,log
93.95,10,4032.390732,log
69.134113,26,4036.49351,log
78.031054,25,4040.879344,log
107.245966,9,4044.501333,log
95.565966,14,4048.204972,log
40.191405,31,4053.038634,log
66.95151,50,4060.227037,log
92.171781,18,4064.34653,log
100.091097,13,4068.712839,log
102.083413,13,4072.341061,log
104.360205,10,4077.287954,log
86.578579,10,4080.688417,log
83.618145,12,4084.255043,log
86.696755,14,4089.529243,log
69.062023,32,4094.327679,log
92.601078,16,4098.227694,log
80.336559,18,4102.407034,log
82.009102,15,4105.824751,log
96.201992,13,4109.410298,log
88.970864,17,4113.488855,log
103.031427,11,4116.833188,log
81.516033,10,4120.377581,log
96.112811,18,4124.561724,log
96.977793,16,4130.255091,log
71.137344,24,4134.419808,log
95.468617,17,4138.27639,log
91.871992,7,4141.598525,log
88.934123,20,4145.650533,log
102.290597,12,4150.74855,log
69.175753,27,4156.18117,log
99.807627,14,4160.01121,log
94.569478,19,4164.289314,log
83.510067,11,4167.633682,log
77.89803,26,4172.357463,log
101.731569,12,4175.960648,log
65.896621,43,4182.103026,log
108.14,7,4185.122696,log
70.727055,36,4190.310931,log
91.970492,6,4196.324008,log
89.007985,8,4199.843732,log
90.721097,17,4203.606778,log
103.109705,13,4207.516097,log
96.319481,12,4212.461704,log
79.642683,28,4217.241468,log
95.825809,17,4220.852442,log
82.566559,10,4224.365273,log
104.041499,11,4228.787237,log
89.09,18,4232.930629,log
67.906062,36,4238.774846,log
111.475966,6,4242.427684,log
78.077061,15,4246.331685,log
99.759269,13,4249.886407,log
100.99258,15,4253.603709,log
97.231364,12,4258.741656,log
86.720345,16,4262.552539,log
90.177749,21,4266.845018,log
90.33,7,4272.026252,log
90.985966,6,4275.199461,log
97.09,7,4278.615734,log
96.247059,15,4283.298255,log
74.736621,29,4287.714666,log
100.696206,15,4291.395799,log
67.837197,27,4295.581721,log
85.261957,23,4300.298566,log
93.215047,11,4304.223644,log
102.926625,11,4308.203834,log
54.444393,46,4314.388811,log
50.512159,34,4319.070477,log
108.230492,5,4322.675554,log
86.557982,9,4327.508017,log
62.379741,32,4332.573759,log
93.209431,17,4336.045863,log
84.002505,24,4339.845065,log
69.595946,15,4343.423505,log
100.362061,14,4347.534614,log
69.210666,33,4353.207482,log
103.403283,13,4356.727793,log
98.262793,16,4360.38109,log
86.566625,22,4365.236529,log
89.713785,21,4369.56783,log
99.341097,13,4373.513721,log
92.015966,17,4378.764879,log
97.02,14,4382.628128,log
71.219226,52,4389.06582,log
71.932908,43,4394.740617,log
104.550472,9,4397.831721,log
70.448019,31,4402.12287,log
78.413975,23,4407.871659,log
92.740427,18,4411.853676,log
80.65,20,4416.983589,log
92.27,5,4420.071004,log
71.42077,25,4424.683043,log
93.977288,16,4428.348969,log
87.594704,10,4432.665572,log
85.32,10,4437.354071,log
102.074063,14,4441.124674,log
101.758127,10,4444.527616,log
80.521444,24,4448.954589,log
95.614907,18,4452.880042,log
107.02,8,4456.591823,log
91.825966,6,4459.968258,log
101.357655,12,4464.405532,log
70.431992,31,4468.687234,log
67.429673,35,4473.891383,log
98.058836,15,4477.375856,log
105.18957,11,4480.924527,log
100.457549,10,4484.394255,log
89.852101,20,4488.648965,log
94.92674,17,4492.611729,log
92.45,10,4497.266964,log
70.343583,24,4501.925304,log
80.225757,27,4506.306545,log
95.7,16,4510.301457,log
99.496559,12,4514.911193,log
104.361588,11,4519.085876,log
108.026458,9,4523.935397,log
87.988123,21,4527.955332,log
98.507768,15,4533.169956,log
87.453037,23,4537.704505,log
92.285867,18,4541.696045,log
71.526016,15,4545.628866,log
64.66,15,4549.75527,log
80.70018,18,4553.904129,log
94.985966,16,4557.838982,log
105.510492,9,4562.007381,log
86.91,14,4565.747795,log
104.058579,12,4569.78259,log
104.543795,12,4573.505355,log
108.634544,8,4576.688808,log
97.836128,12,4580.823874,log
99.606458,11,4583.989743,log
74.282606,15,4587.629806,log
102.826348,12,4591.942689,log
86.371995,22,4596.054868,log
